Cleaned_Tweet,Suicide
cookie dough like âhey donât eat me raw i could make sickâ realizing iâve ready die things i liked less,Potential Suicide post 
i dont feel right i used goals things i looked forward every day passes i feel worse worse i want end already,Potential Suicide post 
i want get my ass done iâm tired living life,Potential Suicide post 
me im serious i ever i dont think i guts sadly suicide i wouldnt leaâ,Potential Suicide post 
jinjadev watch pm brick wall jumps caffeine rush ends,Not Suicide post
i thousand percent done âprotocolsâ everything else i tired explaining giving backâ,Potential Suicide post 
rt iamfabrizio sometimes life amp love situations order move ahead give vulnerable amp,Not Suicide post
made new fluid icon use amiestreet,Not Suicide post
harbars managed fix broken moss min save demo well done #spbpuk,Not Suicide post
rainbowdarling lol me grumpy bitter,Not Suicide post
imaginary girlfriend wants nft xmas buying,Not Suicide post
wants something eat cant decide shortstack home away hi tori,Not Suicide post
rt tameramowrytwo happy th birthday aden alaina excited come birthday party said buddy âshe lives hâ,Not Suicide post
me my boyfriend tom my birthday night,Not Suicide post
wait i take back i fucking hate living markham i want actually kill myself damn,Potential Suicide post 
becaus honestly nothing wrong i dont know fuck wrong me sia i feel worthless gaveâ,Potential Suicide post 
rt vibefeeiings hardest times often lead greatest moments life keep faith worth end,Not Suicide post
goes well show average american trying retire die hungry alone,Potential Suicide post 
rt nonwhitehat naming laws dead children cynical ploy dont support law must want kids die liâ,Potential Suicide post 
harrietlulu weird yesterday i thinking i really wanted listen christmas songs strange i think,Not Suicide post
i saw deer backyard my bedroom window morning,Not Suicide post
rt ruinpeach everyoneâs fighting dead wessaâs kids dead jemâs going die one day along jessaâsâ,Potential Suicide post 
rt nobihet one day ill kill myself my suicide note shit like my arms kinda chubby bye,Potential Suicide post 
i getting tired living day every single day,Potential Suicide post 
xxandip uh oh i take someone cant spell name im katie hate people put katy x,Not Suicide post
right nsb archive done dusted ape accounts date freeland winner sorted haha real work,Not Suicide post
wants stimulated already,Not Suicide post
vintagetwit thanks offer,Not Suicide post
rt chimchim fm #speakyourselfsg iâve always hated my life iâve always felt like thereâs nothing live bts helped meâ,Potential Suicide post 
rt uglythxughts im tired everything going my life,Potential Suicide post 
dropped fucking teasers i class yeah want me die right,Potential Suicide post 
i failure loser i waste life i want finally close pathetic story concern i debt i cant leave my family,Potential Suicide post 
getting my english doneee ahh cant wait till holidays,Not Suicide post
tyson smells like cookies,Not Suicide post
waiting train i go ellens fish pie dinz i waiting moment my life,Not Suicide post
tikitosca new york please,Not Suicide post
iâm tired living college i wanna drop work somewhere far away everyone,Potential Suicide post 
every damn day i hate myself,Potential Suicide post 
eleahbaant i sure,Not Suicide post
whitneyhess reminds me quotemotional responsequot point deleting mails gmail i turn face recognition iphoto,Not Suicide post
jdickerson videoscommentampsuscribe amp follow me cheers x,Not Suicide post
shaileemody thats killing smile i flattered,Not Suicide post
rapiertwit people say feel expressionistic ive never heard say pointalistic,Not Suicide post
carolw misery loves company,Not Suicide post
im learning twitter beats taxes,Not Suicide post
fucking end my life,Potential Suicide post 
ekalavyab saw smetime back bloody creative,Not Suicide post
rt neerajka congratulations everyone bought wiretap could buy stuff easily,Not Suicide post
wasim tired everything,Not Suicide post
yashir i want able focus solving problem worrying might said done,Not Suicide post
sex dreams my least favorite dreams like theyre always weird appear nowhere think itsâ,Potential Suicide post 
pockets guys look cube edh fun xion kingdomhearts profile pic theres resemblance,Not Suicide post
âim going fucking kill myself cuz i purpose earth cuz everything i wanna life beeâ,Potential Suicide post 
i swear doesnât matter time i go sleep my body forever wakes tired,Potential Suicide post 
tired,Not Suicide post
watching ellen show,Not Suicide post
abdul tired,Not Suicide post
support making world better place,Not Suicide post
caffeinated happy,Not Suicide post
i getting close i sure anymore i really struggeling month i broke someone i loved much i first turned drinking drugs ease pain i got quite suicidal got bad i make major changes my life i didnt think i going make i done absolutely everything i pick myself therapy psychiatrist lexapro quit drinking quit smoking started working started eating right started travelling focused work even started hobbies despite somet feels like nothing helping i barely get bed daysi amon verge tears every day difficult anthing even hard write post i dont know anymore i wake everyday feeling like i tortured months driving me nuts feeling like i cant escape i could really use words wisdom right,Potential Suicide post 
tafelzoetstof i could would much people around admiring me send me address cava bar pleaaase,Not Suicide post
julieallinson hb,Not Suicide post
i quit i keep grinding still fucking suck i life something i still fucking suck iâm never gonna get iâ,Potential Suicide post 
im tired youâ,Potential Suicide post 
i chorus today makes me happy,Not Suicide post
i want kill,Not Suicide post
gerardway im greatsomebody saidquotu speak right side mouthquot ohit randomi think sweet talkingdear,Not Suicide post
nerdd i pretty sure checking new tweets iphone meeting,Not Suicide post
i fucking miss youâre probably better without me,Potential Suicide post 
visualmadness hehe thanks,Not Suicide post
jon stewart loves twitter,Not Suicide post
ccannabiscafe father whose daughter committed suicide saying cannabis dangerous instrâ,Potential Suicide post 
admichigan usamelaynalokosky ravenvanderrave hi i know scrambling escape time even save pets family heirlooms lest burn alive i know entire towns burned ground hundreds thousands homeless evacuees please take time let me know help,Potential Suicide post 
rt tgguide transfact sadly around transgender people bullied school thought attempted suicide neâ,Potential Suicide post 
wizbiff i need different job gonna chat night hes cute ill get,Not Suicide post
breatheheavycom jooooordan happy birthdaaaay enjoy day party loot,Not Suicide post
thanks photo basibanget,Not Suicide post
attoolwoke rt nfear life hard i never thought iâd come onto social media venttalk my feelings man my life sucks i dont want atteâ,Potential Suicide post 
broke xbox achievements,Not Suicide post
megamantv tomwilso nhl capitals i play hockey ive gotten penalties like dead play cant go iâ,Potential Suicide post 
fuck would put daniel match brock want die sunday,Potential Suicide post 
coyte sure would i rebel waiting til follow friday haha,Not Suicide post
day researching prices buffet mrs cm friday heard yesterday deal new shop finally progressing,Not Suicide post
photojunkie i thought said quotlooking get shotquot second im interested #mesh,Not Suicide post
marcelperform gimme well take tour uk ill show people need,Not Suicide post
working listography,Not Suicide post
tiphainesiovel i telllol,Not Suicide post
short stack home away,Not Suicide post
im going buy my slam dunk ticket today,Not Suicide post
i need guidance mentor father figure guardian angel whatever fuck tell me witâ,Potential Suicide post 
wildchamomilleim learning love myselfand i dont want anymore,Potential Suicide post 
seems like instead me hoping i live past i praying i live past i really given right every day i think disappearing world becoming actual option,Potential Suicide post 
honeylovc i love lt,Not Suicide post
moonwoodfarm yes gloves my pattern ive made lots gloves my looms,Not Suicide post
joydaily videoscommentampsuscribe amp follow me cheers x,Not Suicide post
derrenlitten software middle screen i used adobe premiere sony vegas amateur video making,Not Suicide post
goodbye everybody abusive dad bullying wimp i never father figure my childhood never getting fuck girls i wanted fuck never say anything becausei weak step three tours iraq killed people tried killing me saw people kill my friends lost legs roadside i ed wanted become physician dreams exactly fantasy something achievable spent years prison cops ransacked my home found grams weed i grow tired wading hell every day ive waiting moment long time i mm ready get job done quick clean fuck place,Potential Suicide post 
itsanimesh i got openmoko freerunner android g well yay,Not Suicide post
bb jackz good morning fellow coffee lover glad know ur us,Not Suicide post
polkadotbride slightly damaged begin nothing report,Not Suicide post
uxsoup aaaah ty,Not Suicide post
i admire babar partly hes great batter hes prone outside noise admirable unreal pressure shoulders team despaired every bowler used everything stacked yet finds way stay quiet job,Not Suicide post
i want fucking die someone please kill me suck fat me first,Potential Suicide post 
rt ebukaakara best stan lee cameo ever ððð,Not Suicide post
lipsynching song,Not Suicide post
rt ashleysantini i go youtube binge watch david dobrik wholeheartedly knowing iâm going sad bc i cant marry scotty orâ,Potential Suicide post 
kierraperryreno nvbut i dont want kill myselfi want able let people worry me i feel like i never make best choice i constantly feel like i making wrong choices i struggling im fucking depressed i dont want anymore,Potential Suicide post 
news releases banquet almost done final editing stages,Not Suicide post
nikkimorris look bemused i take alloted hours,Not Suicide post
brucelabruce lol im thinking moving berlin,Not Suicide post
rt elixeon want say cause song isnt charting doesnt mean dead stans online care charts way gpâ,Potential Suicide post 
know i hate staying class breaks hearing hormonal teenagersâ conversations somebody kill me please,Potential Suicide post 
lot my tweets lost amp miserable itâs always itâs cracked lol my life aâ,Potential Suicide post 
rt albanese i fucking miss youâre probably better without me,Potential Suicide post 
rt myonlytaeger knets try describe v looks like real life,Potential Suicide post 
timnebergall judgmentcash alexgoodall thanks rts paul,Not Suicide post
good day tweeps great day,Not Suicide post
everyone follow me feed me mexican everyday,Not Suicide post
wonderful day today,Not Suicide post
nicolerichie joelmadden little love tweets cute however aplusk mrskutcher make me want vomit,Not Suicide post
donât break people may seem âweakerâ someoneâs eyes doesnââ,Potential Suicide post 
tired everything,Not Suicide post
cinderbye i demanded personal satisfaction fucking glorious finally done i doâ,Potential Suicide post 
rt peopleschoice congratulations harrystyles winning e peoples choice award #thestylestar #pcas,Not Suicide post
rt noonespecixl know one enjoys my company i make everyone miserable everyone better wi,Potential Suicide post 
looking forward upcoming photo shoot work ask my email address chatting makes day fly na ur crazy,Not Suicide post
cassie i dont wanna tis annoying amp hard day tomorrow,Not Suicide post
convinced second talk tonights djugl im hoping become regular feature,Not Suicide post
secbarbie i even figured turkey pretty close iraq,Not Suicide post
right laters everyone i my next bowen treatment gone hours good morning,Not Suicide post
i post every single time comes across i share angry upset emotional i still amâ,Potential Suicide post 
rt peopleschoice congratulations btsbighit winning e peoples choice award #thegroup #pcas,Not Suicide post
joined twitter,Not Suicide post
i hate going my rap zone cause i think myself damn people really hear i go oh welâ,Potential Suicide post 
i understand incentivizing companies move yâ,Potential Suicide post 
diablocody i valley girl i must watch nic cage randy yum lol,Not Suicide post
elliottcable i prefer poopdiary meself,Not Suicide post
ooh snowboardlite fun app,Not Suicide post
ibeatsex imy frankieeeee lt found good books read yet,Not Suicide post
checking twitter see i heard true,Not Suicide post
jhaebets nah aus pc salesy best left sales guys team going aus vegas oct wwpcs my scene,Not Suicide post
missxu penclip soooo cool,Not Suicide post
cut wrist end blood,Potential Suicide post 
quotis awe everything sees wayquot,Not Suicide post
totally bought high school musical today meant released tomorrow also bought wii remote charger,Not Suicide post
jealousy important person move ahead life keeps toes helps realize,Not Suicide post
rt kindfashionny please see me i need my human donât let me die alone amp afraid hurryðððð,Potential Suicide post 
me knowing damn well i hate myself taking anyways,Potential Suicide post 
sociallycubed i miss irc culture twitter like mainstream version without trout slapping,Not Suicide post
damn crazy life mine,Potential Suicide post 
days i feel deeply depressed i highly sensitive person diagnosed bipolar depression must annoying dealing me wants someone always walk around eggshells simply cant get things quickly i diagnosed general anxiety disorder i frustrated i cannot seem see big picture cant i love myself annoys me smug asshole goes sleep perfectly fine even though hurts others lashes others i self destruct i feel pathetic,Potential Suicide post 
getting ready class much rather sleep,Not Suicide post
standing supermarket line thinking feel jump high story building ive read stories fall makes feel alive due sudden surge adrenaline okay lets back supermarket people go thinking ever stop feeling like total zombie i got store sit public bus thinking i institutionalized tied hospital bed psych wardslol okayi amback busokayi amdealing crap years i totally energy remaining i job requires working part time home okay i my job fall asleep immediately last session my psych told me working medicine me tried everything currently low dose ssri benzo my real world productivity literally i go sometimes drink friends feeling like depersonalized shit begging inside stop talking me sometimes i power engage conversation,Potential Suicide post 
i forgotten much i love my nokia n,Not Suicide post
starting my day positive attitude great watch greatness,Not Suicide post
belledame hey amgive girl credit trying,Not Suicide post
drunken besties stumble my room run around sober cj drunk hope knocking doors good times,Not Suicide post
dancingbonita quoti friggin love youquot ron burgundy riding unicorn,Not Suicide post
